P_NAME,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_LOG_G,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
K2-400 b,1.668597,,,1.16584,-0.04484,0.05605,2022,2022-03,3.865053,-0.000182,0.000186,,,,,,,,,,,,,,,,0.208,-0.14,0.165,Transit,M-R relationship,K2-400,154.51103,3.6969271,15.108,62.3804,-0.2327,0.2344,-0.051,-0.235,0.235,0.37,-0.01,0.01,0.38,-0.01,0.01,M3,-1.748,-0.123,0.096,,,,3578,-138,138,4.85,1.1963445,1.4312401,1.2276471,1.0530151,0.000571718,0.034595034,0.034595034,0.034595034,0.034595035,14.926998,14.926998,14.926998,500.76969,500.76969,500.76969,565.54067,565.54067,565.54067,Terran,0.38,M,10.300736,10 18 02.6493,+03 41 48.9376,0.017864876,0.10920983,0.28230723,0.13833026,0.26764809,0.1466412,0.26764809,0.13352758,0.26764809,0.3608808,0.033252528,0.33119596,0,0,Hot,0,0.37932064,Sextans,Sex,Sextant
HIP 54373 b,8.6194954,-1.8402241,1.8402241,2.86976,,,2019,2019-06,7.76,-0.003,0.003,0.063,-0.001,0.001,0.2,-0.11,0.11,,,,72.34,-44.58,44.58,,,,,,,Radial Velocity,Msini,HIP 54373,166.86435,-19.291686,10.38,18.7168,-0.0164,0.0164,,,,0.57,-0.03,0.03,0.56,-0.02,0.02,K5 V,-1.222,-0.001,0.001,,,,4021,-146,226,4.68,1.7330781,3.0035597,1.046624,0.36470785,0.00124667,0.06426,0.0504,0.0756,0.063319219,15.423512,10.494371,23.612335,501.04547,458.54716,561.60329,565.85212,517.85697,634.24266,Superterran,0.56,K,11.124291,11 07 27.4469,-19 17 30.0685,0.059979108,0.19854758,0.50201498,0.25149135,0.47595127,0.26646221,0.47595127,0.24277816,0.47595127,0.66124709,0.082207727,0.38250996,0,0,Hot,0,0.29122235,Crater,Crt,Cup
Kepler-992 b,3.2418456,,,1.62545,-0.26904,0.04484,2016,2016-05,20.160345,-5.02E-05,5.02E-05,0.1339,,,0,,,86.39,,,,,,,,,0.8887,-0.6328,0.0066,Transit,M-R relationship,Kepler-992,284.43041,47.641661,13.557,259.639,-1.087,1.096,-0.04,-0.098,0.101,0.8,-0.03,0.03,0.74,-0.02,0.02,,-0.57,-0.012,0.017,3.02,-1.3,2.64,4944,-46.1,43.61,4.6,1.4122428,1.9944296,1.2270015,0.75486881,0.002135338,0.1339,0.1339,0.1339,0.1339,15.01201,15.01201,15.01201,501.48116,501.48116,501.48116,566.34417,566.34417,566.34417,Superterran,0.74,K,18.962028,18 57 43.3016,+47 38 29.9807,0.26915348,0.40743138,0.98729002,0.5160725,0.93603929,0.54618472,0.93603929,0.4982125,0.93603929,1.4007601,0.44941879,0.39926017,0,0,Hot,0,0.3586964,Lyra,Lyr,Lyre
K2-377 b,3.496108,,,1.69271,-0.13452,0.14573,2022,2022-03,12.832235,-0.001616,0.001554,,,,,,,,,,,,,,,,0.262,-0.181,0.209,Transit,M-R relationship,K2-377,202.89789,-12.095114,14.107,195.149,-1.406,1.425,-0.008,-0.235,0.235,0.82,-0.26,0.37,0.69,-0.05,0.05,,-0.818,-0.025,0.033,,,,4200,-138,138,4.67,1.4371468,2.065391,1.2201683,0.72083715,0.001628138,0.10038043,0.10038043,0.10038043,0.10038043,15.09044,15.09044,15.09044,502.13488,502.13488,502.13488,567.08244,567.08244,567.08244,Superterran,0.69,K,13.526527,13 31 35.4954,-12 05 42.4111,0.15205475,0.31473725,0.7888005,0.398664,0.74784921,0.42230337,0.74784921,0.38485987,0.74784921,1.0528434,0.12621591,0.4318064,0,0,Hot,0,0.35461851,Virgo,Vir,Virgin
Kepler-1480 b,3.4325424,,,1.67029,-0.07847,0.1121,2016,2016-05,22.126799,-9.37E-05,9.37E-05,0.1525,,,0,,,86.1,,,,,,,,,0.2604,-0.2603,0.1878,Transit,M-R relationship,Kepler-1480,291.99981,49.301832,14.703,500.892,-4.9255,4.9255,0.07,-0.155,0.146,0.85,-0.04,0.04,0.81,-0.03,0.04,,-0.449,,,4.79,-2.91,6.2,5156,-70.65,61.41,4.56,1.4335473,2.0550578,1.2303598,0.73661451,0.002429148,0.1525,0.1525,0.1525,0.1525,15.29186,15.29186,15.29186,503.80212,503.80212,503.80212,568.96532,568.96532,568.96532,Superterran,0.81,K,19.466655,19 27 59.9570,+49 18 06.5956,0.35563132,0.46350664,1.113934,0.58709774,1.0561098,0.62120699,1.0561098,0.56677209,1.0561098,1.6101405,0.66009212,0.4399673,0,0,Hot,0,0.35480288,Cygnus,Cyg,Swan
Kepler-353 c,2.4790584,,,1.37883,-0.06726,0.06726,2014,2014-03,8.410894,-3.90E-05,3.90E-05,0.065,,,0,,,85.99,,,,,,,,,0.46,-0.24,0.24,Transit,M-R relationship,Kepler-353,296.85656,41.758075,16.126,384.694,-4.945,4.945,-0.12,-0.108,0.094,0.55,-0.01,0.01,0.5,-0.02,0.02,,-1.187,-0.065,0.056,3.39,-1.72,4.48,3903,-100,100,4.75,1.3408741,1.7979435,1.3039631,0.9457026,0.001074006,0.065,0.065,0.065,0.065000002,15.387685,15.387685,15.387685,504.58953,504.58953,504.58953,569.85458,569.85458,569.85458,Terran,0.5,K,19.790438,19 47 25.5780,+41 45 29.0696,0.065012969,0.20722556,0.52704847,0.26248305,0.49968412,0.27814785,0.49968412,0.25338473,0.49968412,0.68843632,0.066328473,0.35923531,0,0,Hot,0,0.36906044,Cygnus,Cyg,Swan
Kepler-283 b,5.1805964,,,2.1299,-0.25783,0.25783,2014,2014-03,11.008151,-2.90E-05,2.90E-05,0.082,,,0,,,89.97,,,,,,,,,0.51,-0.34,0.34,Transit,M-R relationship,Kepler-283,293.61374,47.838938,16.216,468.094,-7.684,7.94,-0.17,-0.124,0.091,0.6,-0.01,0.01,0.57,-0.02,0.02,,-0.983,-0.053,0.047,3.09,-1.53,3.91,4351,-100,100,4.72,1.5595894,2.4323191,1.1419875,0.53616952,0.001682707,0.082,0.082,0.082,0.082000002,15.465797,15.465797,15.465797,505.22867,505.22867,505.22867,570.57639,570.57639,570.57639,Superterran,0.57,K,19.57425,19 34 27.3016,+47 50 20.1768,0.10399202,0.25915053,0.64476695,0.32825473,0.61129432,0.34765457,0.61129432,0.31689263,0.61129432,0.87069043,0.14742021,0.36413995,0,0,Hot,0,0.32837956,Cygnus,Cyg,Swan
Kepler-1787 b,5.9751665,,,2.32047,,,2021,2022-02,39.313702,,,0.227,,,0,,,89.99,,,,,,,,,0.936,-0.1,0.1,Transit,M-R relationship,Kepler-1787,289.0643,47.117404,14.564,778.602,-12.604,13.017,-0.22,-0.35,0.25,1.01,-0.13,0.12,0.93,-0.09,0.26,,-0.098,,,0.3,-2.1,2.1,6060,-181,163,4.51,1.6046748,2.5749811,1.1096808,0.47821383,0.004106646,0.227,0.227,0.227,0.22700001,15.486322,15.486322,15.486322,505.39621,505.39621,505.39621,570.7656,570.7656,570.7656,Superterran,0.93,F,19.270955,19 16 15.4366,+47 07 02.6548,0.79799469,0.65900453,1.5420508,0.83470439,1.4620046,0.88243924,1.4620046,0.80571127,1.4620046,2.4119248,3.3041722,0.29366498,0,0,Hot,0,0.31800393,Cygnus,Cyg,Swan
Kepler-333 b,28.286692,-24.154928,28.922348,1.32278,-0.15694,0.15694,2014,2014-03,12.551158,-4.40E-05,4.40E-05,0.087,,,0,,,88.9,,,,,,,,,0.76,-0.28,0.28,Transit,Mass,Kepler-333,292.28612,40.913543,15.052,324.413,-2.1495,2.1495,0.046,-0.013,0.013,0.6,-0.01,0.01,0.53,-0.05,0.05,,-0.928,-0.051,0.045,3.24,-1.62,4.11,4259,-200,200,4.73,4.6243135,21.384276,16.166162,12.221353,0.003143751,0.087,0.087,0.087,0.087000002,15.594142,15.594142,15.594142,506.2736,506.2736,506.2736,571.75648,571.75648,571.75648,Terran,0.53,K,19.485742,19 29 08.6725,+40 54 48.7544,0.11803206,0.27684613,0.69184853,0.350669,0.65593105,0.37143551,0.65593105,0.33852862,0.65593105,0.92760648,0.12586767,0.36702819,0,0,Hot,0,0.37040177,Cygnus,Cyg,Swan
Kepler-1232 b,4.3860264,,,1.92812,-0.15694,0.23541,2016,2016-05,26.783918,-0.0001786,0.0001786,0.1673,,,0,,,89.95,,,,,,,,,0.036,-0.036,0.442,Transit,M-R relationship,Kepler-1232,296.5501,49.102307,14.97,632.865,-7.495,7.674,0.06,-0.154,0.147,0.92,-0.04,0.04,0.89,-0.05,0.11,,-0.359,,,4.79,-3.05,6.23,5471,-111.9,75.31,4.51,1.5082335,2.2747684,1.1797857,0.61188395,0.002816495,0.1673,0.1673,0.1673,0.1673,15.631769,15.631769,15.631769,506.57872,506.57872,506.57872,572.10106,572.10106,572.10106,Superterran,0.89,G,19.770007,19 46 12.0269,+49 06 08.3052,0.43752211,0.50541612,1.201482,0.64017739,1.1391139,0.67714792,1.1391139,0.61799407,1.1391139,1.7859273,1.164362,0.45172768,0,0,Hot,0,0.33877934,Cygnus,Cyg,Swan
Kepler-1030 b,6.7061709,,,2.47741,-0.17936,0.12331,2016,2016-05,19.329524,-7.47E-05,7.47E-05,0.1338,,,0,,,89.99,,,,,,,,,0.009,-0.009,0.457,Transit,M-R relationship,Kepler-1030,293.68191,45.817524,16.003,758.702,-16.866,16.866,-0.01,-0.161,0.154,0.8,-0.04,0.04,0.76,-0.04,0.04,,-0.553,,,4.37,-2.59,6.06,4983,-85.01,78.38,4.59,1.6452745,2.7069281,1.0926444,0.44104302,0.002718752,0.1338,0.1338,0.1338,0.1338,15.634636,15.634636,15.634636,506.60195,506.60195,506.60195,572.12729,572.12729,572.12729,Superterran,0.76,K,19.578795,19 34 43.6620,+45 49 03.0868,0.27989813,0.41472504,1.0033855,0.52531063,0.95129935,0.55593718,0.95129935,0.50712996,0.95129935,1.4284458,0.48056245,0.42462126,0,0,Hot,0,0.30916761,Cygnus,Cyg,Swan
Kepler-1013 b,5.2759448,,,2.15232,-0.20178,0.35872,2016,2016-05,18.93055,-4.67E-05,4.67E-05,0.137,,,0,,,89.07,,,,,,,,,0.7017,-0.5351,0.0053,Transit,M-R relationship,Kepler-1013,290.2481,44.435294,14.563,422.246,-3.112,3.157,0.04,-0.163,0.15,0.81,-0.04,0.04,0.76,-0.03,0.03,,-0.531,,,4.27,-2.5,6,4954,-81.88,77.29,4.59,1.5656573,2.4512827,1.1389025,0.52915112,0.002559239,0.137,0.137,0.137,0.137,15.687685,15.687685,15.687685,507.03113,507.03113,507.03113,572.61199,572.61199,572.61199,Superterran,0.76,K,19.349874,19 20 59.5482,+44 26 07.0566,0.29444216,0.42594382,1.0317312,0.53952116,0.97817358,0.57099506,0.97817358,0.52084943,0.97817358,1.4650882,0.45910366,0.4247413,0,0,Hot,0,0.32609706,Cygnus,Cyg,Swan
HD 7924 d,6.4391953,-0.77867861,0.79139173,2.42136,,,2015,2015-06,24.451,-0.017,0.015,0.1551,-0.0019,0.0018,0.21,-0.12,0.13,,,,119,-97,210,,,,,,,Radial Velocity,Msini,HD 7924,20.495656,76.710148,7.17896,16.9922,-0.0072,0.0072,-0.15,-0.03,0.03,0.83,-0.04,0.02,0.78,-0.03,0.03,K0.5 V,-0.414,0,0,0.88,,,5075,-83,83,4.59,1.6307452,2.65933,1.0982795,0.45357959,0.002426286,0.15851995,0.122529,0.187671,0.15596765,16.389669,10.944745,25.675696,508.30883,463.38965,573.48949,574.05495,523.32579,647.66626,Superterran,0.78,K,1.3663772,01 21 58.9577,+76 42 36.5310,0.38547836,0.48453608,1.1680558,0.61373558,1.1074219,0.64945033,1.1074219,0.59249128,1.1074219,1.6763464,0.56979948,0.3291026,0,0,Hot,0,0.30869911,Cassiopeia,Cas,Cassiopeia
Kepler-1965 b,2.4027797,,,1.35641,,,2021,2022-02,41.868698,,,0.2301,,,0,,,87.73,,,,,,,,,0.4484,-0.4484,0.0252,Transit,M-R relationship,Kepler-1965,292.51471,38.021987,13.839,521.791,-4.563,4.563,-0.3,-0.3,0.3,0.93,-0.11,0.1,0.84,-0.07,0.22,,-0.076,,,,,,5852,-158,140,4.56,1.3309492,1.7714258,1.3059663,0.96281091,0.003158243,0.2301,0.2301,0.2301,0.23010001,15.855019,15.855019,15.855019,508.37783,508.37783,508.37783,574.13287,574.13287,574.13287,Terran,0.84,G,19.500982,19 30 03.5352,+38 01 19.1539,0.83945999,0.68452755,1.6096337,0.86703722,1.5260791,0.91678229,1.5260791,0.83694828,1.5260791,2.4737954,2.248661,0.45031054,0,0,Hot,0,0.36768724,Cygnus,Cyg,Swan
Kepler-399 c,2.6347941,,,1.43488,-0.77349,0.77349,2014,2014-03,26.67569,-0.000171,0.000171,0.155,,,0,,,89.26,,,,,,,,,0.18,-0.23,0.23,Transit,M-R relationship,Kepler-399,299.50172,40.670767,14.686,740.537,,,0.14,-0.1,0.15,0.9,-0.03,0.07,0.68,-0.36,0.36,,-0.418,,,3.98,-2.29,4.69,5502,-200,200,4.62,1.3550819,1.836247,1.2797217,0.89186668,0.002217949,0.155,0.155,0.155,0.155,15.897784,15.897784,15.897784,508.72029,508.72029,508.72029,574.51963,574.51963,574.51963,Terran,0.68,G,19.966783,19 58 00.4176,+40 40 14.7608,0.38194427,0.47139145,1.1194994,0.59708011,1.0613869,0.63154236,1.0613869,0.57638797,1.0613869,1.6686443,1.2190903,0.43479665,0,0,Hot,0,0.36392185,Cygnus,Cyg,Swan
Kepler-1378 b,5.4666417,,,2.19716,-0.13452,0.70623,2016,2016-05,11.953989,-7.99E-05,7.99E-05,0.0885,,,0,,,88.26,,,,,,,,,0.744,-0.496,0.209,Transit,M-R relationship,Kepler-1378,297.3734,40.366399,16.5497,506.434,-12.072,12.665,0.03,-0.069,0.103,0.7,-0.02,0.02,0.67,-0.02,0.02,,-0.903,,,6.46,-3.46,5.08,4407,-65.02,93.22,4.63,1.577355,2.488049,1.1323932,0.51538948,0.001756316,0.0885,0.0885,0.0885,0.088500002,15.962961,15.962961,15.962961,509.2409,509.2409,509.2409,575.10757,575.10757,575.10757,Superterran,0.67,K,19.824895,19 49 29.6204,+40 21 59.0350,0.1250259,0.28364936,0.70384559,0.35928627,0.6673063,0.38049393,0.6673063,0.3468513,0.6673063,0.95469307,0.17086584,0.43347388,0,0,Hot,0,0.32239305,Cygnus,Cyg,Swan
HD 260655 c,3.0892882,-0.47992028,0.47992028,1.53577,-0.04484,0.05605,2022,2022-04,5.70588,-7.00E-05,7.00E-05,0.04749,-0.00039,0.00039,0.038,-0.022,0.036,87.79,-0.08,0.08,-25,-116,156,,,,0.89,-0.008,0.007,Transit,Mass,HD 260655,99.291543,17.56627,9.63,10.0055,-0.00505,0.00505,-0.43,-0.04,0.04,0.44,-0.01,0.01,0.44,0,0,M0 V,-1.44,-0.002,0.002,5,-3,3,3803,-10,10,5.2,1.4182935,2.0115565,1.3098032,0.85286419,0.000875046,0.047524288,0.04568538,0.04929462,0.047498583,16.110516,14.941732,17.395844,510.27535,500.89321,520.30295,576.27582,565.68017,587.60042,Terran,0.44,M,6.6194365,06 37 09.9715,+17 33 58.5706,0.036307805,0.15515001,0.39658132,0.19652109,0.37599015,0.2082741,0.37599015,0.18970609,0.37599015,0.5144744,0.05185431,0.35579846,0,0,Hot,0,0.35792152,Gemini,Gem,Twins
Kepler-185 c,4.7356372,,,2.0178,-1.16584,1.16584,2014,2014-03,20.729042,-9.70E-05,9.70E-05,0.139,,,0,,,89.34,,,,,,,,,0.57,-0.33,0.33,Transit,M-R relationship,Kepler-185,282.46817,43.889946,14.562,466.735,-4.652,4.744,0.16,-0.15,0.15,0.81,-0.03,0.04,0.81,-0.46,0.46,,-0.504,,,11.9,-3.9,3.9,5208,-200,200,4.54,1.5319696,2.3469309,1.1631137,0.57642667,0.00250475,0.139,0.139,0.139,0.139,16.216996,16.216996,16.216996,511.25493,511.25493,511.25493,577.38211,577.38211,577.38211,Superterran,0.81,K,18.831212,18 49 52.3637,+43 53 23.8070,0.31332857,0.4338985,1.0407821,0.54959416,0.98675537,0.5814918,0.98675537,0.53056457,0.98675537,1.5113456,0.71027203,0.5038613,0,0,Hot,0,0.33107788,Lyra,Lyr,Lyre
Kepler-1009 b,5.3395104,,,2.17474,-0.23541,0.26904,2016,2016-05,11.350119,-2.25E-05,2.25E-05,0.0796,,,0,,,89.95,,,,,,,,,0.035,-0.035,0.398,Transit,M-R relationship,Kepler-1009,282.85986,42.665834,15.758,355.019,-7.985,8.353,-0.12,-0.107,0.091,0.59,-0.03,0.02,0.57,-0.02,0.02,,-0.987,-0.111,0.089,3.16,-1.6,4.49,4027,-36.46,41.14,4.7,1.5669208,2.4552408,1.1289813,0.51913392,0.001659261,0.0796,0.0796,0.0796,0.079600002,16.261997,16.261997,16.261997,511.60924,511.60924,511.60924,577.78224,577.78224,577.78224,Superterran,0.57,K,18.857325,18 51 26.3703,+42 39 57.0010,0.10303861,0.26019919,0.65770109,0.32958272,0.62355449,0.34919967,0.62355449,0.31816421,0.62355449,0.86668997,0.084019817,0.36346005,0,0,Hot,0,0.32227549,Lyra,Lyr,Lyre
K2-21 b,4.0364156,,,1.83844,-0.10089,0.10089,2015,2015-10,9.325038,-0.000403,0.000379,0.076,-0.003,0.002,0.1,-0.084698,0.148654,88.98,-0.31,0.5,34.48,-133.739,101.8842,,,,0.7,-0.45,0.15,Transit,M-R relationship,K2-21,340.30378,-14.489326,12.851,83.6448,-0.2649,0.2665,-0.11,-0.13,0.13,0.68,-0.07,0.07,0.65,-0.03,0.03,M0.0,-1.026,-0.002,0.002,1,,,4222.06,-84.41,88.15,4.83,1.4817441,2.1955656,1.1942547,0.64960221,0.001238807,0.07638,0.0684,0.0836,0.076095319,16.389104,13.476821,20.132041,511.64171,488.13705,539.65581,577.81891,551.27409,609.45644,Superterran,0.65,M,22.68692,22 41 12.9126,-14 29 21.5722,0.09418896,0.24756396,0.6197824,0.31357853,0.587606,0.33216363,0.587606,0.30272122,0.587606,0.82863595,0.1231606,0.31457761,0,0,Hot,0,0.34028299,Aquarius,Aqr,Water Carrier
Kepler-267 c,5.1805964,,,2.1299,-0.1121,0.1121,2014,2014-03,6.87745,-1.60E-05,1.60E-05,0.06,,,0,,,88.26,,,,,,,,,0.19,-0.21,0.21,Transit,M-R relationship,Kepler-267,299.83057,47.157574,16.69,264.993,-2.4925,2.4925,-0.18,-0.12,0.118,0.54,-0.02,0.02,0.56,-0.02,0.02,M1 V,-1.229,-0.063,0.055,3.31,-1.74,4.8,4258,-100,100,4.73,1.5595894,2.4323191,1.1419875,0.53616952,0.001275259,0.06,0.06,0.06,0.060000002,16.394474,16.394474,16.394474,512.64802,512.64802,512.64802,578.95538,578.95538,578.95538,Superterran,0.56,M,19.988705,19 59 19.3395,+47 09 27.2668,0.059020108,0.19577211,0.48926531,0.24797605,0.46386498,0.26266144,0.46386498,0.23939094,0.46386498,0.65593948,0.1213153,0.35562648,0,0,Hot,0,0.32413593,Cygnus,Cyg,Swan
K2-13 b,4.2271124,,,1.89449,-0.95285,0.95285,2015,2015-08,39.91488,-0.32477,0.32477,0.2114,-0.0061,0.0061,,,,,,,,,,,,,0,,,Transit,M-R relationship,K2-13,170.15548,2.5027534,12.882,342.394,-4.326,4.436,-0.54,-0.14,0.12,0.8,-0.04,0.04,0.78,-0.05,0.09,G3,-0.135,-0.009,0.009,,,,5698,-82,45,4.33,1.4937425,2.2312667,1.1777664,0.62167993,0.003683054,0.2114,0.2114,0.2114,0.21140001,16.397968,16.397968,16.397968,512.67533,512.67533,512.67533,578.98622,578.98622,578.98622,Superterran,0.78,G,11.343699,11 20 37.3164,+02 30 09.9122,0.73282453,0.64551861,1.5241426,0.81763112,1.4450257,0.86466137,1.4450257,0.78927476,1.4450257,2.3113397,1.6414368,0.42826685,0,0,Hot,0,0.33712607,Leo,Leo,Lion
GJ 581 e,1.6844884,-0.1906968,0.1906968,1.16584,,,2009,2009-11,3.149,-0.0002,0.0002,0.02815,-6.00E-05,6.00E-05,0,-0.06,0.06,,,,77.4,-43.6,23,2454752.3,-0.05,0.05,,,,Radial Velocity,Msini,GJ 581,229.85647,-7.7226935,10.57,6.2981,-0.002095,0.002095,-0.088,-0.074,0.074,0.31,-0.02,0.02,0.33,-0.01,0.01,M3 V,-1.885,-0.123,0.096,4.3,,,3396,-157,157,4.89,1.2020279,1.444871,1.239339,1.0630438,0.000495031,0.02815,0.02815,0.02815,0.028150001,16.445353,16.445353,16.445353,513.0453,513.0453,513.0453,579.40404,579.40404,579.40404,Terran,0.33,M,15.323766,15 19 25.5563,-07 43 21.6966,0.013031668,0.093483539,0.24383309,0.11841004,0.2311707,0.12554916,0.2311707,0.11429452,0.2311707,0.3082221,0.022930729,0.30873804,0,0,Hot,0,0.37162161,Libra,Lib,Scales
Kepler-386 c,3.121071,,,1.58061,-0.88559,0.88559,2014,2014-03,25.193458,-0.000342,0.000342,0.155,,,0,,,88.78,,,,,,,,,0,-0.22,0.22,Transit,M-R relationship,Kepler-386,289.85892,48.693808,15.949,882.462,-27.58,29.384,0.16,-0.15,0.15,0.82,-0.04,0.04,0.77,-0.43,0.43,,-0.402,,,9.9,-3.9,3.9,5178,-200,200,4.56,1.4052043,1.974599,1.2492639,0.79036822,0.002420733,0.155,0.155,0.155,0.155,16.494403,16.494403,16.494403,513.42742,513.42742,513.42742,579.83559,579.83559,579.83559,Terran,0.77,K,19.323929,19 19 26.1436,+48 41 37.7077,0.39627803,0.48872527,1.1735835,0.61904048,1.112663,0.65498988,1.112663,0.59760786,1.112663,1.6996667,0.67735674,0.49064644,0,0,Hot,0,0.35384009,Cygnus,Cyg,Swan
Kepler-672 b,6.8015193,,,2.49983,-0.17936,0.32509,2016,2016-05,38.377462,-0.0001555,0.0001555,0.2163,,,0,,,89.44,,,,,,,,,0.162,-0.1618,0.283,Transit,M-R relationship,Kepler-672,291.722,49.480849,15.513,1033.93,-21.795,21.795,-0.01,-0.185,0.149,0.95,-0.05,0.04,0.92,-0.06,0.11,,-0.112,,,4.07,-2.41,4.56,5627,-79.72,75.47,4.5,1.6494826,2.7207927,1.0883911,0.43538604,0.004169998,0.2163,0.2163,0.2163,0.21630001,16.515319,16.515319,16.515319,513.59011,513.59011,513.59011,580.01932,580.01932,580.01932,Superterran,0.92,G,19.448134,19 26 53.2835,+49 28 51.0571,0.77268059,0.66562859,1.5748166,0.84310457,1.4930691,0.89165922,1.4930691,0.81387289,1.4930691,2.3733608,1.5386069,0.44435674,0,0,Hot,0,0.30418519,Cygnus,Cyg,Swan
HD 20794 c,2.4154928,-0.4131764,0.4131764,1.35641,,,2011,2011-10,40.114,-0.053,0.053,0.2036,-0.0034,0.0034,0,,,90,,,0,,,,,,,,,Radial Velocity,Msin(i)/sin(i),HD 20794,49.999767,-43.066653,4.26,6.00278,-0.00851,0.00854,-0.4,-0.01,0.01,0.7,,,0.92,-0.02,0.02,G8 V,-0.163,-0.002,0.002,5.76,-0.66,0.66,5401,-17,17,4.22,1.3344656,1.7807984,1.3128762,0.96790514,0.003077506,0.2036,0.2036,0.2036,0.20360001,16.574653,16.574653,16.574653,514.05078,514.05078,514.05078,580.53958,580.53958,580.53958,Terran,0.92,G,3.3333179,03 19 59.9446,-43 03 59.9519,0.68706844,0.6358566,1.5150119,0.80539918,1.4363685,0.85197133,1.4363685,0.77749708,1.4363685,2.238019,0.94253283,0.42526659,0,0,Hot,0,0.36430081,Eridanus,Eri,River
EPIC 206317286 c,5.0216824,,,2.09627,-0.15694,0.17936,2022,2022-03,17.515472,-0.002965,0.002288,,,,,,,,,,,,,,,,0.268,-0.183,0.205,Transit,M-R relationship,EPIC 206317286,337.61784,-7.972456,14.005,314.35,-2.882,2.936,0.019,-0.235,0.235,0.83,-0.37,0.25,0.76,-0.06,0.05,,-0.593,-0.01,0.01,,,,4752,-138,138,4.6,1.5477507,2.3955323,1.1427594,0.54513942,0.002260437,0.12401765,0.12401765,0.12401765,0.12401765,16.597131,16.597131,16.597131,514.22497,514.22497,514.22497,580.7363,580.7363,580.7363,Superterran,0.76,K,22.507857,22 30 28.2865,-07 58 20.8416,0.25527013,0.4001554,0.97750886,0.50685787,0.92676503,0.53655248,0.92676503,0.48931943,0.92676503,1.3641552,0.3271342,0.43355463,0,0,Hot,0,0.32510476,Aquarius,Aqr,Water Carrier
Kepler-1735 b,1.8370459,,,1.19947,,,2021,2022-02,7.7179298,,,0.0621,,,0,,,89.8,,,,,,,,,0.0912,-0.0909,0.3523,Transit,M-R relationship,Kepler-1735,281.05035,47.188201,15.896,245.303,-1.508,1.508,-0.34,-0.15,0.15,0.54,-0.04,0.03,0.51,-0.04,0.04,,-1.193,-0.109,0.087,14,-3.6,3.6,3975,-87,71,4.75,1.2375573,1.531548,1.2768539,1.0645151,0.000934227,0.0621,0.0621,0.0621,0.062100002,16.627111,16.627111,16.627111,514.45703,514.45703,514.45703,580.99838,580.99838,580.99838,Terran,0.51,K,18.736691,18 44 12.0869,+47 11 17.5218,0.064120958,0.20549528,0.52077265,0.26029159,0.49373473,0.27580168,0.49373473,0.25127191,0.49373473,0.68369715,0.074604355,0.45224881,0,0,Hot,0,0.3698512,Lyra,Lyr,Lyre
